EventId,DER_mass_MMC,DER_mass_transverse_met_lep,DER_mass_vis,DER_pt_h,DER_deltaeta_jet_jet,DER_mass_jet_jet,DER_prodeta_jet_jet,DER_deltar_tau_lep,DER_pt_tot,DER_sum_pt,DER_pt_ratio_lep_tau,DER_met_phi_centrality,DER_lep_eta_centrality,PRI_tau_pt,PRI_tau_eta,PRI_tau_phi,PRI_lep_pt,PRI_lep_eta,PRI_lep_phi,PRI_met,PRI_met_phi,PRI_met_sumet,PRI_jet_num,PRI_jet_leading_pt,PRI_jet_leading_eta,PRI_jet_leading_phi,PRI_jet_subleading_pt,PRI_jet_subleading_eta,PRI_jet_subleading_phi,PRI_jet_all_pt,Weight,Label,KaggleSet,KaggleWeight
100630,119.406,88.549,94.957,28.253,-999.0,-999.0,-999.0,2.307,67.26,178.366,1.96,-1.272,-999.0,34.88,0.982,2.462,68.365,0.193,0.294,29.52,-2.507,294.943,1,75.12,-0.173,3.071,-999.0,-999.0,-999.0,75.12,0.328269176374,b,t,1.07661060595
100631,407.182,257.076,203.167,48.526,-999.0,-999.0,-999.0,2.914,8.376,268.233,2.269,1.144,-999.0,67.703,-0.487,-1.415,153.642,-0.632,1.496,109.579,-1.372,344.438,1,46.889,-2.194,2.864,-999.0,-999.0,-999.0,46.889,0.512739889611,b,t,1.68161144262
100635,-999.0,86.596,102.319,47.133,-999.0,-999.0,-999.0,2.804,5.006,107.496,0.954,-0.944,-999.0,33.273,-1.047,0.348,31.742,1.22,-1.304,59.104,1.783,208.357,1,42.481,1.577,-2.145,-999.0,-999.0,-999.0,42.481,0.778793912511,b,t,2.5541776274
100636,105.965,79.156,83.388,37.583,-999.0,-999.0,-999.0,2.537,0.66,112.191,2.348,-0.27,-999.0,22.441,0.609,-1.039,52.692,2.19,-3.024,31.303,-0.335,80.122,1,37.058,0.978,1.252,-999.0,-999.0,-999.0,37.058,0.809464042491,b,t,2.65476516226
100637,59.045,39.018,46.876,2.965,-999.0,-999.0,-999.0,2.515,2.965,49.114,1.36,-1.409,-999.0,20.807,-1.32,-1.061,28.308,-1.693,1.426,17.381,-2.707,127.557,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,1.37207182748,b,t,4.49992624317
100638,195.584,85.103,136.398,25.604,-999.0,-999.0,-999.0,3.83,25.604,65.383,1.869,-0.737,-999.0,22.789,-1.592,2.913,42.594,1.268,0.365,42.643,-2.888,101.826,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,0.939026094464,b,t,3.07968437284
100640,-999.0,69.108,49.132,4.506,-999.0,-999.0,-999.0,2.053,4.506,57.924,1.641,-1.386,-999.0,21.929,-1.124,-1.647,35.996,-0.652,0.351,37.522,2.798,61.038,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-0.0,1.43233610888,b,t,4.69757247128
100641,152.878,19.173,71.7,188.515,4.07,715.321,-2.23,1.666,3.935,287.697,1.12,1.211,0.94,44.381,1.461,1.054,49.692,0.875,2.614,126.577,2.371,302.618,2,118.348,-0.653,-1.124,75.277,3.417,-0.586,193.625,0.0225325724501,b,t,0.073899129815
100643,-999.0,88.827,60.541,4.842,-999.0,-999.0,-999.0,2.303,4.842,72.543,2.383,-1.346,-999.0,21.446,-0.333,-0.239,51.096,-0.268,-2.542,41.382,1.124,133.898,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,1.48260456785,b,t,4.86243582114
100645,85.217,55.362,63.637,17.213,2.149,238.211,-1.113,2.283,48.361,262.012,1.331,-1.405,0.999,30.282,0.288,2.272,40.32,0.173,-0.008,32.239,-1.759,373.236,3,92.297,1.277,1.02,59.369,-0.872,-2.76,191.41,0.109322374518,b,t,0.358539992008
100647,205.632,26.116,141.946,23.032,-999.0,-999.0,-999.0,2.909,23.032,125.927,0.712,-1.182,-999.0,73.545,-1.035,2.029,52.382,0.104,-0.648,40.081,-1.226,167.493,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-0.0,0.611926349337,b,t,2.00690910135
100649,98.498,14.976,75.441,173.953,0.393,48.311,4.135,1.101,32.236,352.914,2.339,1.253,0.019,47.074,1.758,-0.708,110.111,1.652,0.389,35.896,0.15,368.727,3,110.153,1.846,-3.068,44.965,2.239,2.781,195.729,0.512739889611,b,t,1.68161144262
100650,84.766,34.015,56.33,16.303,-999.0,-999.0,-999.0,2.813,16.303,59.591,1.815,1.33,-999.0,21.165,-1.156,-1.631,38.425,-1.238,1.182,8.239,-1.363,87.351,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-0.0,1.42341007272,b,t,4.66829812605
100652,152.398,92.87,94.11,1.403,-999.0,-999.0,-999.0,2.918,1.403,97.797,1.915,-1.341,-999.0,33.551,0.444,-1.033,64.247,0.033,1.856,34.032,-1.522,126.208,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-0.0,1.46056355946,b,t,4.79014885329
100653,-999.0,83.961,17.618,1.189,-999.0,-999.0,-999.0,0.668,1.189,55.047,1.624,-1.352,-999.0,20.977,-1.139,-2.764,34.07,-1.307,2.873,52.365,-0.048,43.131,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,1.40004688123,b,t,4.59167484992
100654,-999.0,75.605,53.437,1.358,-999.0,-999.0,-999.0,2.004,1.358,64.147,1.741,-1.374,-999.0,23.405,-1.487,1.919,40.743,-0.961,-0.015,38.764,-2.53,36.479,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,1.4547354018,b,t,4.77103448983
100655,82.189,12.658,40.498,102.554,5.297,642.56,-5.796,1.631,17.202,182.604,0.965,1.253,0.999,27.655,0.516,0.185,26.688,1.017,-1.368,66.73,-1.067,271.876,3,47.588,-1.544,1.911,43.696,3.753,2.637,128.261,0.0217574936722,b,t,0.0713571365583
100657,79.745,60.596,53.857,69.861,1.536,117.026,-0.215,1.767,5.524,174.556,1.895,1.06,0.858,25.294,0.964,0.376,47.939,0.913,2.142,33.778,0.437,293.242,2,54.347,1.381,-1.159,46.976,-0.155,-2.915,101.323,0.0225325724501,b,t,0.073899129815
100660,-999.0,132.022,82.066,19.102,-999.0,-999.0,-999.0,2.351,19.102,97.389,2.468,-1.115,-999.0,28.08,0.578,-1.966,69.308,0.303,1.982,63.02,-1.062,222.021,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,0.647715777393,b,t,2.12428618272
100662,173.545,33.311,108.086,110.132,3.116,680.055,-2.173,2.073,59.416,550.042,1.059,0.183,0.231,60.55,1.1,-0.781,64.111,1.381,-2.835,81.471,2.983,562.663,3,210.831,-2.063,0.112,91.516,1.053,2.368,425.381,0.226870077356,b,t,0.74405624723
100664,93.12,20.402,70.172,79.035,-999.0,-999.0,-999.0,1.863,68.154,186.322,2.744,1.41,-999.0,25.532,-1.584,1.373,70.072,-0.99,3.139,10.038,2.35,289.968,1,90.718,0.344,-1.237,-999.0,-999.0,-999.0,90.718,0.676729221792,b,t,2.21944035558
100665,66.097,84.097,53.566,52.108,1.989,267.879,-0.769,1.192,50.495,327.056,1.571,-1.364,0.894,35.599,0.081,-3.101,55.943,-0.802,2.383,33.798,-0.244,381.952,3,88.246,-1.464,-0.619,85.547,0.525,2.671,235.514,0.320610640885,b,t,1.05149322934
100667,102.287,32.69,75.124,16.266,-999.0,-999.0,-999.0,3.176,16.266,57.486,1.026,1.234,-999.0,28.375,-0.778,-2.649,29.111,-2.336,0.867,9.809,-2.788,134.318,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,0.512739889611,b,t,1.68161144262
100670,105.393,77.872,95.332,3.733,-999.0,-999.0,-999.0,2.682,3.733,89.143,1.398,-1.4,-999.0,37.177,0.397,-0.255,51.966,-0.617,-2.737,35.166,1.255,141.138,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,1.49486120803,b,t,4.90263340825
100673,63.01,66.213,48.194,8.28,5.814,977.301,-7.547,1.919,9.964,226.614,1.18,-1.347,0.313,23.102,0.846,-2.171,27.268,2.182,2.735,42.126,0.025,378.782,3,53.322,1.956,-2.564,53.098,-3.858,0.914,176.245,0.31958904237,b,t,1.04814273567
100676,74.498,7.294,52.812,26.173,-999.0,-999.0,-999.0,3.132,4.78,85.077,1.569,1.414,-999.0,21.067,1.858,-2.514,33.057,1.805,0.618,14.509,0.283,116.077,1,30.953,-1.233,-2.714,-999.0,-999.0,-999.0,30.953,0.625449149564,b,t,2.05125926028
100677,94.06,3.599,54.901,110.56,2.924,206.623,-2.04,1.626,18.565,166.825,1.29,1.096,0.305,28.83,-0.617,2.093,37.187,-1.905,3.084,54.043,3.004,246.478,2,52.354,1.151,-0.555,48.455,-1.773,-0.368,100.808,0.0217574936722,b,t,0.0713571365583
100678,42.781,70.455,34.569,40.219,2.811,234.833,-1.376,1.034,28.353,182.713,0.73,-0.788,0.4,39.934,-1.59,-1.85,29.143,-2.12,-0.962,42.901,2.352,319.174,2,74.131,-2.18,-0.096,39.505,0.631,2.8,113.636,0.226870077356,b,t,0.74405624723
100679,647.79,107.112,322.045,74.253,1.947,171.754,0.051,4.309,0.959,237.82,2.027,1.306,0.008,37.334,2.428,-1.868,75.669,-1.132,0.559,51.834,-1.493,173.03,2,74.777,0.026,1.779,50.04,1.973,-2.595,124.817,0.466634064826,b,t,1.53040010896
100682,-999.0,139.242,93.489,29.129,-999.0,-999.0,-999.0,2.34,29.129,114.759,3.794,-1.086,-999.0,23.937,-0.037,-0.595,90.823,0.89,1.554,53.452,-1.666,105.753,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,0.770174367851,b,t,2.52590846944
100684,80.609,68.161,67.244,2.863,-999.0,-999.0,-999.0,2.402,2.863,72.608,1.533,-1.371,-999.0,28.67,1.366,-2.767,43.938,1.753,-0.397,29.211,2.118,72.215,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,1.40449980638,b,t,4.60627892118
100685,-999.0,145.292,54.904,44.789,-999.0,-999.0,-999.0,0.924,44.789,124.483,1.351,-1.152,-999.0,52.944,0.662,1.908,71.539,0.687,2.832,74.041,-0.431,248.994,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-0.0,0.0944595938766,b,t,0.309795155685
100686,98.005,19.45,49.378,175.128,2.495,466.804,-1.357,1.152,63.118,424.743,0.935,1.403,0.976,43.026,1.259,-0.753,40.223,0.251,-1.312,95.121,-0.997,563.72,3,145.773,-0.801,1.11,122.22,1.694,2.661,341.494,0.0217574936722,b,t,0.0713571365583
100688,-999.0,69.635,49.746,0.493,-999.0,-999.0,-999.0,2.032,0.493,60.278,1.747,-1.367,-999.0,21.941,0.806,1.452,38.337,0.514,-2.821,34.745,-0.288,59.797,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,1.42552274279,b,t,4.67522696119
100689,90.106,79.559,63.399,90.682,-999.0,-999.0,-999.0,1.481,17.552,204.284,1.665,0.505,-999.0,36.068,-0.778,-1.682,60.06,-1.103,-3.126,40.307,-1.243,208.565,1,108.156,-1.548,0.956,-999.0,-999.0,-999.0,108.156,0.0217574936722,b,t,0.0713571365583
100690,153.735,56.619,123.003,83.181,3.463,305.405,-2.276,2.122,70.156,289.238,0.851,-0.035,0.593,52.434,-0.019,2.582,44.633,2.102,2.534,21.136,0.189,345.775,3,56.027,2.581,0.565,53.409,-0.882,-0.504,192.171,0.226870077356,b,t,0.74405624723
100692,34.439,35.385,26.438,54.325,-999.0,-999.0,-999.0,1.031,54.325,52.749,1.489,0.155,-999.0,21.189,-2.009,2.84,31.56,-1.365,-2.638,17.252,1.924,155.331,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,0.618280918558,b,t,2.02774991465
100693,55.795,53.702,49.048,2.719,-999.0,-999.0,-999.0,2.046,2.719,56.008,1.019,-1.411,-999.0,27.743,1.49,-2.288,28.265,0.976,-0.308,31.314,1.943,115.152,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,1.31944143642,b,t,4.32731656402
100695,109.526,18.575,72.881,22.982,2.286,169.82,-1.198,2.904,2.414,172.962,1.11,-1.384,0.097,34.708,1.906,2.517,38.534,2.075,-0.382,22.069,-1.03,203.203,2,57.93,1.472,3.078,41.789,-0.814,0.275,99.719,0.443597626883,b,t,1.45484847268
100696,87.964,46.543,61.371,28.147,-999.0,-999.0,-999.0,2.503,2.742,92.653,1.144,0.61,-999.0,29.107,-0.503,-0.9,33.285,0.098,1.529,17.479,-1.08,142.317,1,30.261,-0.032,3.024,-999.0,-999.0,-999.0,30.261,0.586533758619,b,t,1.92363008995
100697,122.329,14.709,82.423,75.354,-999.0,-999.0,-999.0,2.2,9.619,176.696,0.334,1.393,-999.0,80.0,2.124,-0.165,26.718,2.085,2.035,14.339,1.264,308.94,1,69.978,1.3,-2.702,-999.0,-999.0,-999.0,69.978,0.512739889611,b,t,1.68161144262
100698,90.018,14.595,59.327,135.485,2.962,466.007,-2.015,1.245,51.332,366.942,0.431,1.384,0.696,74.363,-2.003,1.679,32.06,-1.314,2.715,42.389,2.317,421.719,3,108.767,1.059,-0.511,98.367,-1.903,-2.515,260.52,0.0944595938766,b,t,0.309795155685
100699,194.914,8.325,145.032,159.287,3.694,563.899,-2.911,2.231,18.785,356.08,2.946,1.11,0.662,43.785,-1.34,1.223,128.984,-0.479,-0.835,44.988,-0.726,409.882,2,108.707,2.554,2.842,74.604,-1.14,1.919,183.311,0.707210449266,b,t,2.31940835484
100701,307.976,43.275,217.07,28.68,3.883,398.406,-2.375,4.535,29.845,215.489,1.189,1.413,0.725,33.464,-1.227,2.564,39.799,2.282,-0.309,19.867,1.447,198.371,3,57.177,3.123,0.351,54.678,-0.76,-2.304,142.226,0.42535580637,b,t,1.39502154146
100703,61.305,32.778,46.794,1.312,-999.0,-999.0,-999.0,2.647,1.312,48.523,1.274,-1.408,-999.0,21.334,-1.921,1.535,27.189,-1.813,-1.11,12.614,3.001,55.17,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,1.33817020393,b,t,4.38874051482
100705,97.504,49.795,76.025,90.671,-999.0,-999.0,-999.0,1.588,21.93,215.772,0.4,-0.635,-999.0,82.603,1.242,-1.589,33.054,1.708,-3.107,19.256,-0.289,328.561,1,100.115,0.114,1.185,-999.0,-999.0,-999.0,100.115,0.512739889611,b,t,1.68161144262
100706,34.414,83.112,26.973,73.605,-999.0,-999.0,-999.0,0.71,18.269,170.669,3.04,-0.213,-999.0,22.208,1.325,2.333,67.509,1.25,1.627,30.487,-2.34,305.705,1,80.952,2.133,-1.208,-999.0,-999.0,-999.0,80.952,0.690176566024,b,t,2.26354304467
100707,-999.0,92.693,65.348,2.875,-999.0,-999.0,-999.0,1.828,2.875,83.743,1.412,-1.401,-999.0,34.719,-1.724,1.257,49.024,-1.735,-0.571,50.296,-2.978,131.552,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,1.36013682599,b,t,4.46078352095
100708,-999.0,80.333,125.019,91.87,2.321,124.112,2.95,3.077,24.276,140.116,1.52,-0.005,0.0,23.067,1.645,-2.788,35.062,-1.405,-2.384,75.557,2.108,174.293,2,45.796,3.234,-0.92,36.192,0.912,-0.163,81.988,0.226870077356,b,t,0.74405624723
100709,124.23,103.348,84.726,3.637,-999.0,-999.0,-999.0,2.916,3.637,93.702,2.573,-1.236,-999.0,26.223,-0.832,1.416,67.479,-0.496,-1.97,39.66,1.077,123.386,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,1.51645663748,b,t,4.97345902959
100710,97.649,27.412,77.386,103.399,2.442,179.402,2.301,1.759,10.177,226.943,4.032,0.022,0.01,22.446,1.769,-1.682,90.504,0.667,-0.31,11.785,0.556,220.012,2,77.395,-0.726,2.316,36.597,-3.168,-2.639,113.992,0.763200080096,b,t,2.50303519133
100711,108.966,8.072,67.491,22.822,5.299,484.221,-5.741,2.808,7.42,132.789,0.771,-0.392,0.863,36.22,0.701,-0.209,27.921,-0.116,-2.896,27.13,3.093,200.059,2,38.435,1.519,1.276,30.213,-3.78,-1.072,68.648,0.0225325724501,b,t,0.073899129815
100717,78.921,54.894,60.687,68.962,-999.0,-999.0,-999.0,1.477,24.563,137.346,0.604,-0.546,-999.0,56.447,0.377,-2.41,34.072,0.932,2.505,23.078,-1.049,270.58,1,46.827,-3.189,0.387,-999.0,-999.0,-999.0,46.827,0.548744168751,b,t,1.79969316205
100718,133.265,76.213,87.336,4.395,-999.0,-999.0,-999.0,3.043,4.395,78.648,1.805,-1.329,-999.0,28.042,-0.804,1.221,50.606,-1.954,-1.596,29.191,1.807,65.243,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-0.0,0.721124256562,b,t,2.36504088321
100719,77.147,97.923,61.717,49.24,2.572,370.703,-0.074,1.889,38.311,326.309,2.359,-0.366,0.955,21.766,0.222,-0.642,51.352,-0.981,0.813,50.413,-1.778,413.096,3,147.98,0.029,2.644,60.553,-2.543,-0.449,253.19,0.226870077356,b,t,0.74405624723
100723,105.102,7.993,64.595,27.042,-999.0,-999.0,-999.0,2.625,27.042,67.035,0.739,-0.038,-999.0,38.54,-0.955,-1.691,28.495,-0.688,0.921,30.449,1.193,162.135,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,0.512739889611,b,t,1.68161144262
100724,178.947,82.206,122.097,85.386,2.687,288.907,-1.384,3.224,19.067,233.108,1.749,0.868,0.788,23.538,-1.399,0.675,41.161,1.305,-1.08,63.214,0.794,306.982,2,128.559,-0.694,-2.511,39.849,1.993,1.367,168.408,0.109322374518,b,t,0.358539992008
100727,82.628,16.002,55.735,15.02,1.206,116.598,2.894,3.058,6.598,222.624,1.131,-1.411,0.0,25.42,-0.021,1.692,28.746,0.488,-1.575,14.155,-0.759,253.749,3,57.139,-2.408,2.608,41.47,-1.202,-0.488,168.458,0.0936590129021,b,t,0.307169523947
100728,165.666,63.045,127.182,3.977,-999.0,-999.0,-999.0,3.375,3.977,79.864,1.524,-1.389,-999.0,31.637,-1.975,0.861,48.227,0.199,-2.841,23.371,-0.402,186.509,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,1.84634620633,b,t,6.05538396857
100729,94.416,8.155,43.952,175.295,1.534,212.406,6.884,1.203,146.14,415.189,1.179,0.852,0.0,33.882,-0.725,-0.473,39.946,-1.512,-1.382,114.897,-1.503,397.07,3,98.997,3.501,2.068,65.743,1.967,-1.267,341.361,0.0254337596084,b,t,0.0834140312717
100730,-999.0,94.352,67.072,53.147,-999.0,-999.0,-999.0,2.99,9.976,115.833,1.584,-1.411,-999.0,25.883,-0.211,-0.974,41.005,0.308,1.97,66.275,-2.05,175.237,1,48.946,1.378,0.747,-999.0,-999.0,-999.0,48.946,0.226870077356,b,t,0.74405624723
100731,75.907,68.143,65.693,46.677,-999.0,-999.0,-999.0,1.719,0.375,118.088,1.92,-1.031,-999.0,24.471,0.43,-1.238,46.996,-1.285,-1.12,24.782,1.907,90.476,1,46.621,-3.164,2.012,-999.0,-999.0,-999.0,46.621,0.803631069676,b,t,2.63563500674
100732,92.739,63.246,59.991,30.636,-999.0,-999.0,-999.0,2.367,30.636,65.1,1.713,0.28,-999.0,23.994,1.185,-1.781,41.106,0.634,2.2,25.98,-1.451,158.043,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,0.512739889611,b,t,1.68161144262
100733,113.532,29.519,76.916,34.884,-999.0,-999.0,-999.0,2.831,2.431,111.506,1.133,-1.36,-999.0,34.783,1.503,-0.232,39.413,2.172,2.518,36.248,-2.963,144.965,1,37.31,-1.842,-0.252,-999.0,-999.0,-999.0,37.31,0.443597626883,b,t,1.45484847268
100735,105.215,16.913,61.866,30.681,4.449,328.966,-4.262,2.933,23.202,131.839,0.832,-1.358,0.375,33.243,-0.906,1.044,27.643,-1.375,-2.345,38.361,-1.819,168.089,2,35.899,3.052,1.563,35.054,-1.396,-0.133,70.953,0.0225325724501,b,t,0.073899129815
100737,-999.0,104.193,66.17,37.552,-999.0,-999.0,-999.0,1.294,2.293,144.659,0.655,-0.988,-999.0,64.517,0.102,2.568,42.264,-0.655,-2.665,86.257,-0.584,139.147,1,37.878,-0.228,1.076,-999.0,-999.0,-999.0,37.878,0.544495662318,b,t,1.78575951425
100738,113.217,74.216,59.997,37.83,-999.0,-999.0,-999.0,3.119,22.18,101.014,1.449,-1.389,-999.0,20.496,-0.562,0.528,29.699,0.758,-2.93,49.864,-0.324,174.985,1,50.819,1.594,-3.046,-999.0,-999.0,-999.0,50.819,0.716635843662,b,t,2.35032042427
100739,-999.0,125.976,98.103,35.495,-999.0,-999.0,-999.0,2.215,27.519,143.481,2.36,-0.91,-999.0,29.548,2.164,1.307,69.732,0.729,2.994,56.999,-0.062,121.609,1,44.201,2.475,-0.775,-999.0,-999.0,-999.0,44.201,0.7895734984,b,t,2.58953098169
100740,27.473,40.16,21.508,90.706,1.36,148.287,0.48,0.457,28.937,250.01,1.064,-0.012,0.256,45.169,-0.276,1.686,48.061,0.177,1.751,13.033,-0.112,302.362,2,121.436,0.291,-2.052,35.345,1.651,-0.06,156.781,0.283322971684,b,t,0.929202429523
100745,79.893,53.887,65.16,0.947,-999.0,-999.0,-999.0,2.491,0.947,58.663,1.203,-1.408,-999.0,26.624,0.392,1.363,32.039,1.682,-2.789,27.853,-0.54,98.237,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,1.52489690617,b,t,5.0011402237
100746,76.708,36.308,63.328,0.538,-999.0,-999.0,-999.0,2.684,0.538,62.076,1.028,-1.414,-999.0,30.603,0.766,2.516,31.473,0.11,-0.086,16.256,-1.95,39.655,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,1.34449273786,b,t,4.40947626333
100748,107.502,92.63,73.138,8.104,-999.0,-999.0,-999.0,3.068,8.104,80.873,2.498,1.357,-999.0,23.117,0.94,-1.697,57.756,0.849,1.369,37.389,-1.609,122.372,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-0.0,1.49437124044,b,t,4.90102648216
100750,85.389,0.458,60.491,54.947,-999.0,-999.0,-999.0,2.304,17.353,101.575,1.956,0.982,-999.0,21.494,0.763,-0.409,42.036,-0.231,-2.488,20.168,-2.503,128.035,1,38.045,-0.921,1.083,-999.0,-999.0,-999.0,38.045,0.712288509495,b,t,2.33606265532
100751,-999.0,55.912,106.096,51.872,-999.0,-999.0,-999.0,2.652,20.718,114.902,1.127,-1.011,-999.0,37.805,0.1,-1.014,42.62,-1.708,-2.954,56.471,2.117,169.726,1,34.477,-2.842,0.108,-999.0,-999.0,-999.0,34.477,0.74348459796,b,t,2.43837515409
100752,-999.0,119.476,69.353,66.984,-999.0,-999.0,-999.0,2.51,66.984,72.049,1.376,-1.19,-999.0,30.323,1.122,1.25,41.726,1.612,-2.571,86.104,0.406,209.969,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,1.38941285857,b,t,4.55679889322
100755,-999.0,87.251,129.577,19.393,-999.0,-999.0,-999.0,2.723,19.393,105.977,0.851,-1.406,-999.0,57.26,1.713,0.717,48.717,0.206,2.985,64.647,-1.518,193.12,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,0.673581351557,b,t,2.20911641802
100756,172.682,38.684,118.043,53.031,-999.0,-999.0,-999.0,3.431,53.031,57.989,1.152,-0.86,-999.0,26.94,-2.425,0.338,31.049,0.327,-1.711,54.087,-2.694,197.974,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,0.855926134261,b,t,2.80714492976
100757,110.978,54.434,83.2,71.712,-999.0,-999.0,-999.0,2.36,28.016,107.119,1.799,0.04,-999.0,21.282,-1.406,1.142,38.278,0.921,0.75,36.741,2.374,150.113,1,47.559,1.954,-1.96,-999.0,-999.0,-999.0,47.559,0.837962631258,b,t,2.74823078477
100758,248.849,83.493,161.695,1.783,-999.0,-999.0,-999.0,3.461,1.783,119.824,1.453,-1.391,-999.0,48.847,0.665,2.884,70.976,2.346,-0.373,24.937,2.52,199.409,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,1.68769378056,b,t,5.53505828301
100761,128.335,39.019,72.883,25.983,-999.0,-999.0,-999.0,3.205,25.983,75.326,2.366,1.414,-999.0,22.377,0.549,0.503,52.949,-0.132,-2.649,8.811,1.38,129.473,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,0.512739889611,b,t,1.68161144262
100762,-999.0,72.719,72.528,3.485,-999.0,-999.0,-999.0,2.346,3.485,56.474,1.173,-1.395,-999.0,25.99,0.483,1.873,30.483,2.428,0.561,46.543,-2.052,67.658,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-0.0,1.69999977455,b,t,5.57541773373
100764,-999.0,87.105,69.223,2.931,-999.0,-999.0,-999.0,2.196,2.931,59.179,1.677,-1.365,-999.0,22.104,-0.347,-2.085,37.075,-2.221,3.052,53.269,0.311,56.369,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,1.79075028865,b,t,5.87304837653
100765,104.17,38.253,74.055,60.848,-999.0,-999.0,-999.0,2.123,5.075,151.609,1.438,1.396,-999.0,35.243,0.422,2.099,50.673,0.605,-0.017,18.835,1.318,240.012,1,65.693,1.146,-2.213,-999.0,-999.0,-999.0,65.693,0.512739889611,b,t,1.68161144262
100767,265.709,93.57,159.555,0.088,-999.0,-999.0,-999.0,3.729,0.088,96.944,2.015,-1.339,-999.0,32.149,-0.237,0.927,64.794,2.082,-2.437,34.143,0.498,42.004,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,1.97903736743,b,t,6.4905655867
100769,126.255,91.352,74.036,18.85,-999.0,-999.0,-999.0,3.032,18.85,72.361,2.252,0.62,-999.0,22.253,2.013,0.826,50.109,1.058,-2.051,42.04,0.894,91.379,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,0.691516949179,b,t,2.2679390429
100771,-999.0,59.884,66.665,3.211,-999.0,-999.0,-999.0,2.204,3.211,64.94,0.776,-1.411,-999.0,36.564,-0.304,-2.227,28.376,-1.565,2.249,40.66,0.091,87.799,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,1.40557174194,b,t,4.60979450313
100775,53.958,49.071,47.771,0.943,-999.0,-999.0,-999.0,2.313,0.943,49.688,1.351,-1.398,-999.0,21.138,-1.795,0.866,28.55,-1.015,3.043,24.888,-0.902,34.376,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,0.0,1.43549429584,b,t,4.70793024418
100776,85.318,4.069,58.15,23.553,-999.0,-999.0,-999.0,3.184,23.553,55.222,1.18,1.41,-999.0,25.327,-0.51,-1.104,29.895,-1.179,2.009,18.917,1.837,94.265,0,-999.0,-999.0,-999.0,-999.0,-999.0,-999.0,-0.0,0.512739889611,b,t,1.68161144262
100777,95.337,18.066,70.029,89.7,3.714,506.364,-1.262,2.058,0.745,256.765,3.285,0.373,0.155,21.887,-1.613,0.521,71.897,-1.058,-1.461,28.374,-1.864,274.943,2,105.278,-0.378,1.197,57.703,3.336,-2.975,162.981,0.0944595938766,b,t,0.309795155685
100778,86.354,1.052,57.343,17.282,0.854,99.858,-0.156,2.663,47.527,166.787,0.915,0.834,0.035,30.838,-0.91,-2.804,28.229,-0.944,0.817,9.821,0.754,266.721,2,72.459,-0.59,-1.511,35.262,0.264,0.582,107.721,0.240714551172,b,t,0.789461385504
